"Product Name","Description","Brand","Category","Price","Old Price","Discount Percentage","HSN Code","GST Percent","Tax Type","Unit","Unit Value","Promotor ID","Promotor Commission Rate","Promotor Commission Type","Promotor Commission Amount","Quantity","Stock Status","Active Status","Low Stock Threshold","Min Order Quantity","Max Order Quantity","Weight","Weight Unit","SKU","Seller","Warehouse","Storage Type","Estimated Delivery Time","Delivery Charges","Free Delivery Threshold","Serviceable Pincodes","Image 1","Image 2","Image 3","Image 4","Image 5","Video"
"Haldiram's Khatta Meetha","Haldiram's Khatta Meetha is a popular snack for munching anytime, in the Namkeen range. Pack size: 200g.","Haldiram's","Snacks & Namkeen","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Haldiram's Soan Papdi","Haldiram's Soan Papdi is a popular snack for munching anytime, in the Sweets Snack range. Pack size: 250g.","Haldiram's","Snacks & Namkeen","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Bikaji Bikaneri Bhujia","Bikaji Bikaneri Bhujia is a popular snack for munching anytime, in the Namkeen range. Pack size: 200g.","Bikaji","Snacks & Namkeen","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Balaji Wafers Chatkazz","Balaji Wafers Chatkazz is a popular snack for munching anytime, in the Chips range. Pack size: 150g.","Balaji","Snacks & Namkeen","","","0","","","inclusive","g","150","","","","","","out-of-stock","Active","10","1","10","150","g","","","","","","","","","","","","","",""
"Uncle Chipps Spicy Treat","Uncle Chipps Spicy Treat is a popular snack for munching anytime, in the Chips range. Pack size: 55g.","Uncle Chipps","Snacks & Namkeen","","","0","","","inclusive","g","55","","","","","","out-of-stock","Active","10","1","10","55","g","","","","","","","","","","","","","",""
"Act II Butter Popcorn","Act II Butter Popcorn is a popular snack for munching anytime, in the Popcorn range. Pack size: 95g.","Act II","Snacks & Namkeen","","","0","","","inclusive","g","95","","","","","","out-of-stock","Active","10","1","10","95","g","","","","","","","","","","","","","",""
"Too Yumm Multigrain Chips","Too Yumm Multigrain Chips is a popular snack for munching anytime, in the Chips range. Pack size: 78g.","Too Yumm","Snacks & Namkeen","","","0","","","inclusive","g","78","","","","","","out-of-stock","Active","10","1","10","78","g","","","","","","","","","","","","","",""
"Bingo Tedhe Medhe Masala Pasta","Bingo Tedhe Medhe Masala Pasta is a popular snack for munching anytime, in the Namkeen range. Pack size: 80g.","Bingo","Snacks & Namkeen","","","0","","","inclusive","g","80","","","","","","out-of-stock","Active","10","1","10","80","g","","","","","","","","","","","","","",""
"DFM Methi Khakhra","DFM Methi Khakhra is a popular snack for munching anytime, in the Namkeen range. Pack size: 200g.","DFM","Snacks & Namkeen","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Haldiram's Punjabi Tadka","Haldiram's Punjabi Tadka is a popular snack for munching anytime, in the Namkeen range. Pack size: 200g.","Haldiram's","Snacks & Namkeen","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Cadbury Dairy Milk Chocolate","Cadbury Dairy Milk Chocolate is a sweet treat loved by all ages, in the Chocolate range. Pack size: 55g.","Cadbury","Chocolates & Sweets","","","0","","","inclusive","g","55","","","","","","out-of-stock","Active","10","1","10","55","g","","","","","","","","","","","","","",""
"Cadbury Dairy Milk Silk","Cadbury Dairy Milk Silk is a sweet treat loved by all ages, in the Chocolate range. Pack size: 60g.","Cadbury","Chocolates & Sweets","","","0","","","inclusive","g","60","","","","","","out-of-stock","Active","10","1","10","60","g","","","","","","","","","","","","","",""
"Nestle KitKat","Nestle KitKat is a sweet treat loved by all ages, in the Chocolate range. Pack size: 36.4g.","Nestle","Chocolates & Sweets","","","0","","","inclusive","g","36.4","","","","","","out-of-stock","Active","10","1","10","36.4","g","","","","","","","","","","","","","",""
"Nestle Munch","Nestle Munch is a sweet treat loved by all ages, in the Chocolate range. Pack size: 18g.","Nestle","Chocolates & Sweets","","","0","","","inclusive","g","18","","","","","","out-of-stock","Active","10","1","10","18","g","","","","","","","","","","","","","",""
"Cadbury 5 Star","Cadbury 5 Star is a sweet treat loved by all ages, in the Chocolate range. Pack size: 41.7g.","Cadbury","Chocolates & Sweets","","","0","","","inclusive","g","41.7","","","","","","out-of-stock","Active","10","1","10","41.7","g","","","","","","","","","","","","","",""
"Cadbury Perk","Cadbury Perk is a sweet treat loved by all ages, in the Chocolate range. Pack size: 37g.","Cadbury","Chocolates & Sweets","","","0","","","inclusive","g","37","","","","","","out-of-stock","Active","10","1","10","37","g","","","","","","","","","","","","","",""
"Amul Dark Chocolate","Amul Dark Chocolate is a sweet treat loved by all ages, in the Chocolate range. Pack size: 40g.","Amul","Chocolates & Sweets","","","0","","","inclusive","g","40","","","","","","out-of-stock","Active","10","1","10","40","g","","","","","","","","","","","","","",""
"Ferrero Rocher 4 Pieces","Ferrero Rocher 4 Pieces is a sweet treat loved by all ages, in the Chocolate range. Pack size: 50g.","Ferrero Rocher","Chocolates & Sweets","","","0","","","inclusive","g","50","","","","","","out-of-stock","Active","10","1","10","50","g","","","","","","","","","","","","","",""
"Cadbury Gems","Cadbury Gems is a sweet treat loved by all ages, in the Chocolate range. Pack size: 19.5g.","Cadbury","Chocolates & Sweets","","","0","","","inclusive","g","19.5","","","","","","out-of-stock","Active","10","1","10","19.5","g","","","","","","","","","","","","","",""
"Cadbury Bournville Rich Cocoa","Cadbury Bournville Rich Cocoa is a sweet treat loved by all ages, in the Chocolate range. Pack size: 80g.","Cadbury","Chocolates & Sweets","","","0","","","inclusive","g","80","","","","","","out-of-stock","Active","10","1","10","80","g","","","","","","","","","","","","","",""
"Snickers Chocolate Bar","Snickers Chocolate Bar is a sweet treat loved by all ages, in the Chocolate range. Pack size: 50g.","Snickers","Chocolates & Sweets","","","0","","","inclusive","g","50","","","","","","out-of-stock","Active","10","1","10","50","g","","","","","","","","","","","","","",""
"Nestle Milkybar","Nestle Milkybar is a sweet treat loved by all ages, in the Chocolate range. Pack size: 24g.","Nestle","Chocolates & Sweets","","","0","","","inclusive","g","24","","","","","","out-of-stock","Active","10","1","10","24","g","","","","","","","","","","","","","",""
"Parle Mango Bite","Parle Mango Bite is a sweet treat loved by all ages, in the Candy range. Pack size: 100g.","Parle","Chocolates & Sweets","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Alpenliebe Candy Pouch","Alpenliebe Candy Pouch is a sweet treat loved by all ages, in the Candy range. Pack size: 100g.","Alpenliebe","Chocolates & Sweets","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Bikano Soan Papdi","Bikano Soan Papdi is a sweet treat loved by all ages, in the Sweets range. Pack size: 250g.","Bikano","Chocolates & Sweets","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Haldiram's Kaju Katli","Haldiram's Kaju Katli is a sweet treat loved by all ages, in the Sweets range. Pack size: 250g.","Haldiram's","Chocolates & Sweets","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Haldiram's Gulab Jamun Tin","Haldiram's Gulab Jamun Tin is a sweet treat loved by all ages, in the Sweets range. Pack size: 1kg.","Haldiram's","Chocolates & Sweets","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Bikano Besan Laddu","Bikano Besan Laddu is a sweet treat loved by all ages, in the Sweets range. Pack size: 250g.","Bikano","Chocolates & Sweets","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Haldiram's Motichoor Laddu","Haldiram's Motichoor Laddu is a sweet treat loved by all ages, in the Sweets range. Pack size: 250g.","Haldiram's","Chocolates & Sweets","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Mother Dairy Rasmalai","Mother Dairy Rasmalai is a sweet treat loved by all ages, in the Sweets range. Pack size: 200g.","Mother Dairy","Chocolates & Sweets","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Tata Tea Gold","Tata Tea Gold is a comforting daily beverage, in the Tea range. Pack size: 1kg.","Tata Tea","Tea, Coffee & Health Drinks","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Tata Tea Premium","Tata Tea Premium is a comforting daily beverage, in the Tea range. Pack size: 1kg.","Tata Tea","Tea, Coffee & Health Drinks","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Tata Tea Chakra Gold","Tata Tea Chakra Gold is a comforting daily beverage, in the Tea range. Pack size: 1kg.","Tata Tea","Tea, Coffee & Health Drinks","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Red Label Tea","Red Label Tea is a comforting daily beverage, in the Tea range. Pack size: 1kg.","Red Label","Tea, Coffee & Health Drinks","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Society Tea","Society Tea is a comforting daily beverage, in the Tea range. Pack size: 1kg.","Society","Tea, Coffee & Health Drinks","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Wagh Bakri Premium Tea","Wagh Bakri Premium Tea is a comforting daily beverage, in the Tea range. Pack size: 1kg.","Wagh Bakri","Tea, Coffee & Health Drinks","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Lipton Green Tea","Lipton Green Tea is a comforting daily beverage, in the Tea range. Pack size: 25piece.","Lipton","Tea, Coffee & Health Drinks","","","0","","","inclusive","piece","25","","","","","","out-of-stock","Active","10","1","10","25","piece","","","","","","","","","","","","","",""
"Tetley Green Tea Lemon","Tetley Green Tea Lemon is a comforting daily beverage, in the Tea range. Pack size: 25piece.","Tetley","Tea, Coffee & Health Drinks","","","0","","","inclusive","piece","25","","","","","","out-of-stock","Active","10","1","10","25","piece","","","","","","","","","","","","","",""
"Patanjali Green Tea","Patanjali Green Tea is a comforting daily beverage, in the Tea range. Pack size: 25piece.","Patanjali","Tea, Coffee & Health Drinks","","","0","","","inclusive","piece","25","","","","","","out-of-stock","Active","10","1","10","25","piece","","","","","","","","","","","","","",""
"Nescafe Classic Instant Coffee","Nescafe Classic Instant Coffee is a comforting daily beverage, in the Coffee range. Pack size: 200g.","Nescafe","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Nescafe Sunrise Premium Coffee","Nescafe Sunrise Premium Coffee is a comforting daily beverage, in the Coffee range. Pack size: 200g.","Nescafe","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Nescafe Gold Blend Coffee","Nescafe Gold Blend Coffee is a comforting daily beverage, in the Coffee range. Pack size: 95g.","Nescafe","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","95","","","","","","out-of-stock","Active","10","1","10","95","g","","","","","","","","","","","","","",""
"Bru Instant Coffee","Bru Instant Coffee is a comforting daily beverage, in the Coffee range. Pack size: 200g.","Bru","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Davidoff Rich Aroma Coffee","Davidoff Rich Aroma Coffee is a comforting daily beverage, in the Coffee range. Pack size: 100g.","Davidoff","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Sleepy Owl Cold Brew Coffee","Sleepy Owl Cold Brew Coffee is a comforting daily beverage, in the Coffee range. Pack size: 200ml.","Sleepy Owl","Tea, Coffee & Health Drinks","","","0","","","inclusive","ml","200","","","","","","out-of-stock","Active","10","1","10","200","ml","","","","","","","","","","","","","",""
"Horlicks Health Drink","Horlicks Health Drink is a comforting daily beverage, in the Health Drink range. Pack size: 500g.","Horlicks","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Bournvita Health Drink","Bournvita Health Drink is a comforting daily beverage, in the Health Drink range. Pack size: 500g.","Bournvita","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Complan Health Drink","Complan Health Drink is a comforting daily beverage, in the Health Drink range. Pack size: 500g.","Complan","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Boost Health Drink","Boost Health Drink is a comforting daily beverage, in the Health Drink range. Pack size: 500g.","Boost","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Organic Tattva Turmeric Latte Mix","Organic Tattva Turmeric Latte Mix is a comforting daily beverage, in the Health Drink range. Pack size: 200g.","Organic Tattva","Tea, Coffee & Health Drinks","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Coca-Cola Soft Drink","Coca-Cola Soft Drink is a refreshing drink for any time of day, in the Soft Drink range. Pack size: 750ml.","Coca-Cola","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","750","","","","","","out-of-stock","Active","10","1","10","750","ml","","","","","","","","","","","","","",""
"Pepsi Soft Drink","Pepsi Soft Drink is a refreshing drink for any time of day, in the Soft Drink range. Pack size: 750ml.","Pepsi","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","750","","","","","","out-of-stock","Active","10","1","10","750","ml","","","","","","","","","","","","","",""
"Sprite Soft Drink","Sprite Soft Drink is a refreshing drink for any time of day, in the Soft Drink range. Pack size: 750ml.","Sprite","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","750","","","","","","out-of-stock","Active","10","1","10","750","ml","","","","","","","","","","","","","",""
"Fanta Orange Soft Drink","Fanta Orange Soft Drink is a refreshing drink for any time of day, in the Soft Drink range. Pack size: 750ml.","Fanta","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","750","","","","","","out-of-stock","Active","10","1","10","750","ml","","","","","","","","","","","","","",""
"Thums Up Soft Drink","Thums Up Soft Drink is a refreshing drink for any time of day, in the Soft Drink range. Pack size: 750ml.","Thums Up","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","750","","","","","","out-of-stock","Active","10","1","10","750","ml","","","","","","","","","","","","","",""
"Limca Soft Drink","Limca Soft Drink is a refreshing drink for any time of day, in the Soft Drink range. Pack size: 750ml.","Limca","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","750","","","","","","out-of-stock","Active","10","1","10","750","ml","","","","","","","","","","","","","",""
"Real Mixed Fruit Juice","Real Mixed Fruit Juice is a refreshing drink for any time of day, in the Juice range. Pack size: 1l.","Real","Cold Drinks, Juices & Water","","","0","","","inclusive","l","1","","","","","","out-of-stock","Active","10","1","10","1","l","","","","","","","","","","","","","",""
"Tropicana Orange Juice","Tropicana Orange Juice is a refreshing drink for any time of day, in the Juice range. Pack size: 1l.","Tropicana","Cold Drinks, Juices & Water","","","0","","","inclusive","l","1","","","","","","out-of-stock","Active","10","1","10","1","l","","","","","","","","","","","","","",""
"Minute Maid Pulpy Orange","Minute Maid Pulpy Orange is a refreshing drink for any time of day, in the Juice range. Pack size: 1l.","Minute Maid","Cold Drinks, Juices & Water","","","0","","","inclusive","l","1","","","","","","out-of-stock","Active","10","1","10","1","l","","","","","","","","","","","","","",""
"Paper Boat Aamras","Paper Boat Aamras is a refreshing drink for any time of day, in the Juice range. Pack size: 200ml.","Paper Boat","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","200","","","","","","out-of-stock","Active","10","1","10","200","ml","","","","","","","","","","","","","",""
"Frooti Mango Drink","Frooti Mango Drink is a refreshing drink for any time of day, in the Juice range. Pack size: 600ml.","Frooti","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","600","","","","","","out-of-stock","Active","10","1","10","600","ml","","","","","","","","","","","","","",""
"Maaza Mango Drink","Maaza Mango Drink is a refreshing drink for any time of day, in the Juice range. Pack size: 600ml.","Maaza","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","600","","","","","","out-of-stock","Active","10","1","10","600","ml","","","","","","","","","","","","","",""
"Appy Fizz Apple Drink","Appy Fizz Apple Drink is a refreshing drink for any time of day, in the Juice range. Pack size: 600ml.","Appy","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","600","","","","","","out-of-stock","Active","10","1","10","600","ml","","","","","","","","","","","","","",""
"Rasna Instant Drink Mix Orange","Rasna Instant Drink Mix Orange is a refreshing drink for any time of day, in the Drink Mix range. Pack size: 500g.","Rasna","Cold Drinks, Juices & Water","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Bisleri Packaged Drinking Water","Bisleri Packaged Drinking Water is a refreshing drink for any time of day, in the Water range. Pack size: 1l.","Bisleri","Cold Drinks, Juices & Water","","","0","","","inclusive","l","1","","","","","","out-of-stock","Active","10","1","10","1","l","","","","","","","","","","","","","",""
"Kinley Packaged Drinking Water","Kinley Packaged Drinking Water is a refreshing drink for any time of day, in the Water range. Pack size: 1l.","Kinley","Cold Drinks, Juices & Water","","","0","","","inclusive","l","1","","","","","","out-of-stock","Active","10","1","10","1","l","","","","","","","","","","","","","",""
"Bisleri Soda","Bisleri Soda is a refreshing drink for any time of day, in the Soda range. Pack size: 750ml.","Bisleri","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","750","","","","","","out-of-stock","Active","10","1","10","750","ml","","","","","","","","","","","","","",""
"Sting Energy Drink","Sting Energy Drink is a refreshing drink for any time of day, in the Energy Drink range. Pack size: 250ml.","Sting","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","250","","","","","","out-of-stock","Active","10","1","10","250","ml","","","","","","","","","","","","","",""
"Red Bull Energy Drink","Red Bull Energy Drink is a refreshing drink for any time of day, in the Energy Drink range. Pack size: 250ml.","Red Bull","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","250","","","","","","out-of-stock","Active","10","1","10","250","ml","","","","","","","","","","","","","",""
"Gatorade Sports Drink","Gatorade Sports Drink is a refreshing drink for any time of day, in the Sports Drink range. Pack size: 500ml.","Gatorade","Cold Drinks, Juices & Water","","","0","","","inclusive","ml","500","","","","","","out-of-stock","Active","10","1","10","500","ml","","","","","","","","","","","","","",""
"Amul Vanilla Ice Cream Tub","Amul Vanilla Ice Cream Tub is a convenient frozen favourite, in the Ice Cream range. Pack size: 1l.","Amul","Frozen Food & Ice Cream","","","0","","","inclusive","l","1","","","","","","out-of-stock","Active","10","1","10","1","l","","","","","","","","","","","","","",""
"Amul Butterscotch Ice Cream Tub","Amul Butterscotch Ice Cream Tub is a convenient frozen favourite, in the Ice Cream range. Pack size: 1l.","Amul","Frozen Food & Ice Cream","","","0","","","inclusive","l","1","","","","","","out-of-stock","Active","10","1","10","1","l","","","","","","","","","","","","","",""
"Mother Dairy Kesar Pista Ice Cream","Mother Dairy Kesar Pista Ice Cream is a convenient frozen favourite, in the Ice Cream range. Pack size: 700ml.","Mother Dairy","Frozen Food & Ice Cream","","","0","","","inclusive","ml","700","","","","","","out-of-stock","Active","10","1","10","700","ml","","","","","","","","","","","","","",""
"Kwality Walls Cornetto Choc Vanilla","Kwality Walls Cornetto Choc Vanilla is a convenient frozen favourite, in the Ice Cream range. Pack size: 1piece.","Kwality Walls","Frozen Food & Ice Cream","","","0","","","inclusive","piece","1","","","","","","out-of-stock","Active","10","1","10","1","piece","","","","","","","","","","","","","",""
"Kwality Walls Feast Choco Bar","Kwality Walls Feast Choco Bar is a convenient frozen favourite, in the Ice Cream range. Pack size: 1piece.","Kwality Walls","Frozen Food & Ice Cream","","","0","","","inclusive","piece","1","","","","","","out-of-stock","Active","10","1","10","1","piece","","","","","","","","","","","","","",""
"Baskin Robbins Ice Cream Tub","Baskin Robbins Ice Cream Tub is a convenient frozen favourite, in the Ice Cream range. Pack size: 500ml.","Baskin Robbins","Frozen Food & Ice Cream","","","0","","","inclusive","ml","500","","","","","","out-of-stock","Active","10","1","10","500","ml","","","","","","","","","","","","","",""
"McCain French Fries","McCain French Fries is a convenient frozen favourite, in the Frozen Snacks range. Pack size: 420g.","McCain","Frozen Food & Ice Cream","","","0","","","inclusive","g","420","","","","","","out-of-stock","Active","10","1","10","420","g","","","","","","","","","","","","","",""
"McCain Smiles Potato Snacks","McCain Smiles Potato Snacks is a convenient frozen favourite, in the Frozen Snacks range. Pack size: 425g.","McCain","Frozen Food & Ice Cream","","","0","","","inclusive","g","425","","","","","","out-of-stock","Active","10","1","10","425","g","","","","","","","","","","","","","",""
"McCain Aloo Tikki","McCain Aloo Tikki is a convenient frozen favourite, in the Frozen Snacks range. Pack size: 400g.","McCain","Frozen Food & Ice Cream","","","0","","","inclusive","g","400","","","","","","out-of-stock","Active","10","1","10","400","g","","","","","","","","","","","","","",""
"ITC Master Chef Veg Nuggets","ITC Master Chef Veg Nuggets is a convenient frozen favourite, in the Frozen Snacks range. Pack size: 425g.","ITC Master Chef","Frozen Food & Ice Cream","","","0","","","inclusive","g","425","","","","","","out-of-stock","Active","10","1","10","425","g","","","","","","","","","","","","","",""
"Godrej Yummiez Chicken Nuggets","Godrej Yummiez Chicken Nuggets is a convenient frozen favourite, in the Frozen Snacks range. Pack size: 425g.","Godrej Yummiez","Frozen Food & Ice Cream","","","0","","","inclusive","g","425","","","","","","out-of-stock","Active","10","1","10","425","g","","","","","","","","","","","","","",""
"Godrej Yummiez Veg Spring Roll","Godrej Yummiez Veg Spring Roll is a convenient frozen favourite, in the Frozen Snacks range. Pack size: 400g.","Godrej Yummiez","Frozen Food & Ice Cream","","","0","","","inclusive","g","400","","","","","","out-of-stock","Active","10","1","10","400","g","","","","","","","","","","","","","",""
"Sumeru Frozen Mixed Vegetables","Sumeru Frozen Mixed Vegetables is a convenient frozen favourite, in the Frozen Vegetables range. Pack size: 500g.","Sumeru","Frozen Food & Ice Cream","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Sumeru Frozen Sweet Corn","Sumeru Frozen Sweet Corn is a convenient frozen favourite, in the Frozen Vegetables range. Pack size: 500g.","Sumeru","Frozen Food & Ice Cream","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Safal Frozen Green Peas","Safal Frozen Green Peas is a convenient frozen favourite, in the Frozen Vegetables range. Pack size: 500g.","Safal","Frozen Food & Ice Cream","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Amul Frozen Green Peas","Amul Frozen Green Peas is a convenient frozen favourite, in the Frozen Vegetables range. Pack size: 500g.","Amul","Frozen Food & Ice Cream","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Amul Frozen Malabar Paratha","Amul Frozen Malabar Paratha is a convenient frozen favourite, in the Frozen Bread range. Pack size: 320g.","Amul","Frozen Food & Ice Cream","","","0","","","inclusive","g","320","","","","","","out-of-stock","Active","10","1","10","320","g","","","","","","","","","","","","","",""
"ID Fresh Frozen Parotta","ID Fresh Frozen Parotta is a convenient frozen favourite, in the Frozen Bread range. Pack size: 400g.","ID Fresh","Frozen Food & Ice Cream","","","0","","","inclusive","g","400","","","","","","out-of-stock","Active","10","1","10","400","g","","","","","","","","","","","","","",""
"ID Fresh Idli Dosa Batter","ID Fresh Idli Dosa Batter is a convenient frozen favourite, in the Batter range. Pack size: 1kg.","ID Fresh","Frozen Food & Ice Cream","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Vadilal Frozen Gulab Jamun","Vadilal Frozen Gulab Jamun is a convenient frozen favourite, in the Frozen Sweets range. Pack size: 500g.","Vadilal","Frozen Food & Ice Cream","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
